username,ip,device_type,prediction
hernandezmelvin,23.84.88.239,Tablet,normal
haydenwalters,193.179.143.115,Windows,suspicious
churcheric,196.91.150.0,Tablet,suspicious
charlotte21,71.231.249.188,Mac,suspicious
jennifergriffin,213.231.131.182,Android,suspicious
david49,178.175.67.155,Android,suspicious
smooney,188.181.205.131,Mac,normal
emiller,194.114.181.68,Desktop,normal
williamstanner,179.157.165.124,Linux,normal
jamesrandy,128.245.149.108,Windows,suspicious
robin08,77.252.69.184,Mobile,suspicious
skinnerlauren,214.136.185.34,Mac,normal
john08,129.212.69.170,Mobile,suspicious
castilloeduardo,148.24.202.69,Tablet,suspicious
wilsoncarla,121.200.78.60,Mobile,suspicious
krystal21,147.117.175.129,Windows,suspicious
fdeleon,206.107.39.230,Linux,suspicious
amber97,207.152.111.243,Windows,normal
benjamin05,121.90.173.192,Windows,normal
ricardo85,187.180.82.137,Tablet,normal
ocoleman,168.107.228.67,Android,normal
jennifer54,24.180.212.222,Linux,suspicious
xbrock,193.95.102.243,Desktop,normal
owalker,103.19.117.171,Android,normal
louisrice,223.39.50.24,Android,suspicious
geraldbryant,217.241.222.138,Mac,normal
amyscott,214.73.123.195,Windows,normal
jennifer52,29.242.55.57,Desktop,normal
whiteheadjennifer,195.120.189.199,Desktop,suspicious
jeanettemedina,133.166.20.191,Mobile,suspicious
valerie82,186.132.84.15,Windows,normal
christineharris,221.94.230.45,Linux,normal
david34,151.87.41.99,Android,suspicious
holly90,129.203.182.24,Android,suspicious
thomas37,183.193.149.171,Mobile,suspicious
williamhodges,93.216.54.232,Windows,normal
ebaker,192.167.124.9,Mobile,suspicious
faith96,128.188.145.232,Tablet,normal
johnsmith,183.5.150.160,Android,normal
jerryfuller,110.138.161.43,Desktop,suspicious
flemingbarry,213.226.61.146,Windows,suspicious
john16,176.224.72.54,Desktop,suspicious
mcdonaldanne,202.95.74.142,Mac,normal
dgoodman,222.247.41.35,Mobile,suspicious
grant92,12.227.15.174,Windows,normal
ologan,195.244.53.222,Desktop,suspicious
kimberly12,192.218.37.198,Tablet,normal
lisasanchez,169.245.241.153,Android,suspicious
dianaanderson,207.138.174.109,Tablet,suspicious
donna60,30.242.241.133,Tablet,normal
chenjustin,144.215.28.88,Mobile,suspicious
raymond71,194.246.24.79,Desktop,suspicious
devans,16.226.230.141,Mobile,suspicious
bhines,192.90.114.26,Mac,normal
andrew23,158.77.180.179,Desktop,normal
hendersonsophia,128.212.221.196,Mobile,suspicious
wilcoxkyle,185.49.238.199,Linux,normal
andrewmoore,85.36.230.117,Tablet,normal
lopezjonathan,209.215.45.25,Mac,normal
ryanharvey,219.138.138.188,Desktop,normal
corybrown,4.76.181.121,Mac,normal
jeffrey95,70.140.113.194,Windows,normal
adam43,200.105.166.237,Tablet,suspicious
jeffrey67,140.1.84.219,Android,normal
ericawade,140.83.174.213,Android,suspicious
michael86,206.19.31.125,Tablet,suspicious
zthomas,135.234.86.210,Linux,normal
hroy,99.158.105.40,Android,normal
rachelwilliams,90.66.112.19,Desktop,normal
cohendaniel,188.214.185.232,Desktop,suspicious
corey38,162.227.96.251,Mac,suspicious
stephanieallen,171.164.243.132,Tablet,normal
tperry,43.106.9.213,Mac,suspicious
markthomas,182.96.179.237,Mac,normal
jeffrey84,72.74.48.18,Mobile,suspicious
sgomez,173.60.26.13,Desktop,suspicious
timothy58,182.49.28.7,Mac,suspicious
lgibbs,192.41.19.100,Windows,normal
jodirobbins,54.206.179.187,Android,suspicious
xtaylor,30.229.77.197,Mobile,suspicious
rubiopatrick,171.239.184.32,Desktop,normal
grossanthony,221.64.133.36,Android,suspicious
dennis96,168.217.89.2,Mac,normal
andrew39,211.22.58.208,Mac,normal
dsanford,119.102.155.57,Mac,normal
mooregregory,206.155.192.19,Android,normal
nbrown,7.198.177.38,Linux,normal
amyallen,106.165.250.129,Linux,suspicious
williamsstephanie,154.205.241.129,Android,normal
ehawkins,158.137.130.229,Mac,normal
yrosario,208.11.251.178,Tablet,suspicious
ellisdaniel,24.109.16.200,Desktop,normal
boyerkatrina,205.181.130.13,Mobile,normal
margaretmurphy,8.112.242.95,Mac,suspicious
ybrown,152.243.253.155,Tablet,normal
ewright,197.207.139.242,Linux,normal
wilkersonrobin,156.159.54.236,Mobile,normal
christinejones,147.86.18.18,Mac,suspicious
juliaanderson,72.19.10.73,Tablet,suspicious
ovargas,29.2.20.177,Desktop,suspicious
jimenezrobert,150.221.53.182,Tablet,normal
miranda24,61.28.42.221,Desktop,suspicious
kramerdakota,215.208.183.209,Tablet,normal
owensjared,200.192.111.21,Windows,normal
graywilliam,135.72.179.51,Mobile,suspicious
gary29,196.189.172.168,Windows,normal
clarkjoshua,166.186.52.115,Linux,suspicious
raymondnewton,205.60.14.93,Android,suspicious
coxkyle,180.241.220.37,Windows,normal
williswendy,153.7.162.83,Mobile,suspicious
estradamark,187.77.231.192,Mobile,suspicious
qmoreno,31.177.64.185,Windows,suspicious
justinjohnson,73.199.120.24,Windows,suspicious
josephdaniel,112.148.95.97,Desktop,suspicious
keith79,207.143.250.187,Mobile,normal
mary38,112.78.141.221,Mobile,suspicious
lthomas,200.161.25.179,Desktop,normal
hwatkins,18.44.82.123,Mac,suspicious
williamparker,73.61.84.160,Mac,normal
jmeyers,43.132.229.102,Linux,normal
shannon09,221.151.14.161,Desktop,normal
alexandrawashington,215.185.214.112,Desktop,suspicious
ashleychang,200.126.194.12,Desktop,suspicious
lmckenzie,43.62.110.131,Windows,normal
ehunter,60.11.216.73,Desktop,normal
jason69,108.50.34.135,Desktop,normal
patelheather,166.170.248.119,Windows,suspicious
scottdenise,218.2.218.60,Windows,normal
richardsonrichard,124.103.215.50,Mac,suspicious
adamserica,199.97.27.156,Android,normal
longadam,167.254.82.53,Windows,suspicious
ustephens,203.105.153.37,Windows,normal
petersonrebecca,130.145.78.74,Mobile,suspicious
eatkins,63.136.95.87,Android,normal
elizabeth43,116.181.251.216,Windows,normal
robertgonzalez,110.149.207.84,Desktop,normal
hsawyer,108.205.77.218,Windows,normal
ydunn,203.78.133.87,Tablet,normal
kmitchell,88.225.235.9,Linux,suspicious
ecallahan,108.100.235.127,Mobile,normal
sharonmartin,148.200.131.15,Windows,normal
fmcintyre,38.237.87.140,Linux,normal
jaimehernandez,183.235.23.203,Android,normal
ostewart,146.251.72.111,Windows,suspicious
dawsonjonathan,2.168.47.4,Windows,suspicious
xhouse,76.182.52.86,Mobile,suspicious
angelharris,110.196.137.39,Android,suspicious
brittany90,212.187.56.213,Linux,normal
erik93,193.203.183.108,Desktop,normal
kylie01,194.14.67.226,Mac,suspicious
emcgrath,94.3.132.170,Desktop,suspicious
kristirobinson,100.205.98.252,Mac,suspicious
ashley66,182.50.161.129,Windows,suspicious
ryansantiago,162.188.76.150,Android,suspicious
pjones,198.223.71.137,Mac,normal
hlara,193.113.76.205,Linux,suspicious
scottanthony,220.20.81.187,Tablet,suspicious
cruzlauren,2.208.103.135,Mac,normal
apugh,184.180.124.67,Mobile,normal
mmartinez,204.92.69.97,Desktop,suspicious
barrettmonica,222.100.84.184,Mobile,normal
mzimmerman,95.41.105.172,Tablet,normal
christopher15,169.44.186.163,Tablet,normal
ybeard,62.112.103.186,Mac,normal
mcdonalddale,151.96.25.235,Mac,normal
afisher,62.72.165.232,Desktop,normal
stevenslance,48.152.111.40,Mac,suspicious
miranda36,140.76.136.31,Android,normal
ndelacruz,181.194.252.65,Android,normal
thomasstephanie,218.49.52.79,Mac,normal
sarahharrison,2.144.240.132,Linux,normal
meadowsmadeline,215.213.93.52,Mobile,suspicious
mckinneylisa,194.79.49.201,Linux,normal
jdodson,215.201.20.71,Tablet,normal
ojones,199.147.232.9,Desktop,suspicious
elizabeth16,99.6.180.57,Tablet,suspicious
denise28,195.197.184.72,Mobile,normal
matthew65,159.151.139.186,Linux,suspicious
dunlapclaudia,126.61.179.199,Tablet,normal
bennettmichelle,152.155.250.14,Mobile,suspicious
brownjose,60.14.146.187,Android,suspicious
juliaperez,62.97.7.181,Mac,suspicious
parkermaurice,8.5.79.250,Mac,normal
joshuaromero,175.253.72.192,Mobile,normal
todd47,182.142.38.74,Windows,normal
jamie05,13.212.96.254,Windows,suspicious
amberhernandez,97.187.186.56,Tablet,suspicious
ramirezriley,68.153.15.91,Android,suspicious
josewilliamson,63.210.12.208,Mobile,normal
kpage,179.9.23.10,Android,normal
ddaniels,209.145.144.176,Linux,suspicious
mary09,201.126.212.132,Desktop,suspicious
zcarter,89.114.190.105,Android,suspicious
daviskristin,222.67.46.114,Linux,suspicious
brianlawrence,171.248.192.199,Windows,suspicious
shaynes,139.89.55.16,Linux,normal
stephensdeborah,116.68.247.158,Mobile,suspicious
woodssean,79.195.175.246,Mobile,suspicious
zacharysalinas,212.149.174.23,Windows,normal
iodom,175.94.35.187,Linux,normal
haustin,167.183.215.44,Mac,normal
apatterson,63.169.191.237,Linux,normal
cory47,150.37.153.183,Mac,normal
smithbridget,200.223.145.74,Mac,suspicious
ssantiago,195.57.174.16,Windows,suspicious
shelly90,16.239.72.168,Windows,suspicious
justin79,135.30.141.112,Tablet,normal
ihoffman,221.205.211.30,Tablet,normal
zacharypreston,222.224.99.45,Linux,normal
anita84,205.37.69.139,Mobile,suspicious
swalker,190.141.196.215,Desktop,normal
andersendylan,48.89.238.69,Desktop,normal
katelyncohen,192.15.26.69,Mobile,suspicious
barbara11,204.35.249.61,Mobile,normal
wilsonjessica,222.26.67.55,Mobile,suspicious
griffinedward,207.235.113.230,Mac,normal
melanie46,188.72.147.31,Mac,suspicious
valenciamegan,2.36.173.184,Desktop,suspicious
claire67,109.153.25.95,Mac,normal
czuniga,60.138.194.152,Linux,normal
laurasullivan,130.206.178.194,Mobile,normal
iramirez,17.149.145.133,Mobile,normal
jeremymiller,22.44.47.122,Mac,suspicious
moorekaylee,108.93.39.7,Linux,suspicious
brandon14,55.45.115.12,Android,normal
smithpaul,5.250.87.248,Mobile,normal
margaret87,67.90.210.215,Mac,normal
vcarter,203.32.127.185,Linux,suspicious
jodi73,98.152.249.37,Android,suspicious
rfitzpatrick,64.39.81.124,Mobile,normal
davidsilva,114.62.199.246,Desktop,normal
susanhenson,168.126.85.247,Mac,normal
scottcody,195.248.20.42,Android,normal
nallen,15.67.222.120,Mac,normal
brockphilip,167.115.194.245,Windows,normal
jacob55,219.22.198.220,Mobile,normal
rtaylor,179.145.225.207,Mac,normal
kennedyrandy,148.5.29.42,Tablet,suspicious
merrittmegan,216.178.255.19,Mac,suspicious
chentracey,22.21.59.82,Windows,suspicious
annafoley,153.97.71.110,Desktop,normal
andrew51,79.54.88.216,Mobile,normal
casesylvia,166.215.172.61,Android,normal
virginiamiles,207.124.169.2,Tablet,normal
crystal46,174.162.191.105,Mac,normal
tking,221.177.188.176,Windows,suspicious
brian61,160.158.132.141,Android,normal
cassieellis,8.170.248.50,Android,normal
kristen59,121.54.93.165,Tablet,suspicious
deborahrusso,61.109.191.210,Windows,suspicious
brenda35,167.241.177.247,Mobile,suspicious
donaldholmes,142.30.125.51,Mac,normal
john61,15.55.210.17,Linux,suspicious
gordonjesse,130.111.110.122,Mobile,suspicious
drew08,154.232.86.156,Mac,normal
robertmurray,141.54.189.112,Mac,suspicious
leecindy,213.8.227.204,Tablet,normal
rnewman,87.151.16.143,Windows,normal
usalas,201.79.129.223,Mac,normal
asanchez,189.54.106.82,Desktop,suspicious
ftucker,145.77.166.169,Desktop,suspicious
sophiamorgan,189.1.251.200,Mobile,suspicious
huffmanrandy,56.117.41.231,Mac,suspicious
manuel22,215.119.177.103,Mobile,normal
zrusso,96.60.252.102,Linux,normal
wsmith,48.83.219.42,Android,suspicious
foxrobert,68.4.194.139,Tablet,suspicious
cookjenna,172.139.140.250,Android,suspicious
rclark,163.168.28.223,Desktop,normal
veronica21,215.196.36.87,Mac,normal
camposmichelle,189.82.191.9,Desktop,suspicious
fordpeter,155.153.129.231,Mobile,suspicious
wrightpaul,155.4.250.218,Windows,suspicious
petersgloria,206.100.79.243,Windows,suspicious
mitchell77,206.116.213.200,Android,suspicious
hzimmerman,138.33.210.54,Desktop,normal
yfuentes,196.145.80.30,Windows,normal
dawnpaul,197.233.173.114,Mobile,normal
dana74,184.245.17.46,Tablet,normal
dakota79,183.46.251.219,Mobile,normal
dianagomez,201.90.83.0,Linux,normal
richard70,118.144.10.12,Tablet,normal
mwade,51.50.203.26,Mobile,suspicious
wagneremily,213.189.24.157,Android,normal
deborah97,135.18.53.105,Linux,normal
awagner,195.20.155.187,Tablet,suspicious
jasmine85,190.99.153.152,Android,normal
alyssa14,207.246.213.167,Linux,suspicious
doris45,172.114.203.70,Desktop,suspicious
xdaniels,189.23.49.166,Android,normal
susan13,143.79.12.231,Tablet,normal
martinezkristine,118.213.63.133,Mobile,normal
kimberly15,218.238.140.216,Linux,normal
kingdaniel,153.44.132.174,Mobile,suspicious
bradley72,131.90.174.26,Windows,normal
joysmith,77.172.39.21,Linux,normal
kevincooper,132.81.132.76,Desktop,normal
chengary,155.179.41.128,Linux,normal
charles19,50.9.211.186,Mac,suspicious
victoriavilla,130.94.237.28,Windows,suspicious
angelafitzpatrick,131.148.58.118,Android,suspicious
henry25,93.196.100.253,Mobile,normal
jeremiah28,149.254.69.162,Android,normal
rmcdaniel,104.137.218.76,Mac,suspicious
znichols,185.5.216.48,Mac,suspicious
brent33,222.230.154.51,Linux,normal
torrespaula,106.205.190.236,Mobile,suspicious
josenolan,214.138.161.109,Windows,normal
carolynfuller,219.25.236.169,Desktop,normal
miguel24,106.45.6.50,Mac,normal
hrosales,155.72.18.67,Linux,suspicious
russellzachary,177.79.97.80,Android,suspicious
williamtorres,197.43.104.52,Desktop,normal
michael88,159.123.190.69,Mac,suspicious
tmoses,79.121.14.246,Mac,normal
cjones,212.10.47.49,Mac,normal
finleyaustin,182.221.86.81,Mobile,suspicious
miamiranda,88.235.112.239,Mac,normal
alexandra67,186.51.79.250,Tablet,suspicious
iwoods,214.156.54.193,Linux,suspicious
wcollins,70.110.171.1,Desktop,normal
mhartman,6.31.172.231,Windows,normal
matthewpugh,140.93.234.143,Desktop,normal
cunninghamcharles,100.253.65.177,Linux,suspicious
delgadojoshua,202.85.3.248,Mac,suspicious
hooverallen,138.42.237.181,Android,normal
sarah43,31.69.160.50,Tablet,suspicious
acherry,175.182.61.46,Mac,suspicious
shelleyedwards,189.168.146.79,Tablet,normal
andrew12,209.110.140.241,Mac,suspicious
cgraves,194.205.206.133,Windows,normal
carterrobert,221.214.108.199,Android,normal
brendasmith,134.7.28.80,Tablet,normal
fowlersteven,193.82.155.200,Mac,normal
gutierrezchad,190.79.130.168,Tablet,normal
mezachristopher,177.92.1.242,Desktop,suspicious
brittany09,199.240.109.167,Mac,suspicious
chernandez,170.210.145.3,Desktop,normal
pbaker,212.13.131.163,Windows,suspicious
leah03,174.31.212.207,Windows,normal
huntercooke,47.111.87.244,Android,suspicious
michaeljacobs,27.214.17.128,Mac,suspicious
hday,49.100.43.144,Windows,suspicious
kirbyjustin,29.104.92.71,Mobile,suspicious
tammy62,150.240.143.226,Windows,normal
daviscasey,94.25.206.223,Windows,suspicious
debbiebyrd,184.249.170.43,Linux,normal
ogarrett,148.132.61.153,Mac,suspicious
lopezrobin,78.239.189.104,Mobile,suspicious
perkinsmichelle,99.209.84.151,Android,suspicious
laurareynolds,197.62.48.243,Windows,normal
annawhite,182.2.200.9,Mobile,normal
chill,151.69.230.69,Linux,suspicious
darrellgreen,223.144.211.4,Windows,normal
brandononeill,148.26.136.42,Android,suspicious
julie19,165.191.17.101,Mac,normal
ajenkins,125.226.58.55,Mobile,normal
gramirez,216.253.215.110,Android,normal
fgonzalez,11.125.172.75,Android,normal
jamesho,205.57.187.107,Tablet,normal
javier40,97.31.248.135,Mac,suspicious
longstephanie,212.161.76.232,Tablet,suspicious
iadkins,200.84.153.9,Linux,normal
christinamartinez,158.132.99.180,Mac,suspicious
cameronsamantha,203.242.76.1,Tablet,normal
timothyortiz,30.87.5.106,Linux,suspicious
carolineglover,25.192.62.192,Linux,suspicious
christinamurray,169.22.137.188,Linux,suspicious
oholt,199.222.241.137,Mobile,suspicious
cookemichael,211.246.20.74,Tablet,suspicious
tina76,134.211.202.190,Linux,suspicious
cjones,156.214.183.145,Mac,normal
robert66,27.135.236.111,Mobile,normal
garciacolleen,35.249.68.168,Linux,normal
tpowell,143.227.71.178,Tablet,normal
dcarr,105.12.216.22,Mac,suspicious
smurillo,190.97.221.27,Mac,normal
tina45,216.170.180.44,Desktop,normal
jeffrey41,74.156.181.247,Linux,suspicious
bradleylucas,171.224.32.211,Linux,suspicious
warrennatasha,200.178.25.155,Windows,suspicious
xdavis,171.152.145.225,Windows,suspicious
ahenderson,126.112.52.26,Tablet,normal
dakotapratt,211.243.143.78,Mac,normal
morgan33,216.33.75.7,Android,normal
lisadillon,162.98.163.93,Desktop,normal
guerrerodeanna,73.129.123.181,Mobile,suspicious
davismarcus,210.5.138.81,Tablet,normal
ashleycalderon,77.11.61.255,Windows,normal
khubbard,206.173.220.140,Android,normal
heidi95,102.251.199.171,Linux,normal
jonathangordon,4.36.236.135,Desktop,normal
cheyennethompson,92.166.183.139,Tablet,normal
harperbrooke,180.119.165.117,Mac,normal
kellysarah,203.82.57.253,Mobile,normal
johnsonmichael,201.206.208.56,Tablet,suspicious
owensaaron,148.192.146.82,Windows,normal
benjamin70,195.74.238.130,Android,suspicious
fmartin,109.247.24.238,Mac,suspicious
smithmichael,58.228.62.216,Mobile,suspicious
travisclark,93.0.158.134,Android,normal
webbjoan,9.34.226.158,Desktop,suspicious
cody89,71.229.169.50,Tablet,normal
edwardcabrera,149.7.239.103,Mobile,normal
shuynh,57.179.72.159,Mobile,normal
kgreen,184.97.200.47,Linux,suspicious
jessica83,35.27.251.5,Windows,normal
michelle24,5.129.106.136,Linux,suspicious
coxlindsay,78.50.30.254,Linux,normal
erichardson,74.77.6.222,Android,suspicious
awilson,4.241.119.147,Windows,normal
gjohnson,154.165.125.149,Mac,suspicious
cathy25,160.212.254.86,Mac,normal
laura49,187.13.241.3,Linux,normal
maurice57,78.26.79.245,Mobile,suspicious
kimberly99,192.110.31.154,Windows,suspicious
angela87,125.158.170.249,Linux,normal
nsmith,37.12.154.102,Tablet,normal
sarah38,192.160.195.183,Linux,normal
anthonyatkinson,166.65.123.230,Linux,suspicious
larry09,173.142.50.129,Tablet,suspicious
williamfoster,24.55.196.41,Tablet,normal
martha92,162.250.104.91,Desktop,suspicious
hahnsamantha,88.144.227.60,Mobile,normal
roblesjustin,207.174.183.65,Tablet,suspicious
oliviafarrell,156.172.26.6,Tablet,suspicious
swong,135.67.7.199,Tablet,normal
rmoreno,218.144.102.233,Tablet,normal
haleylauren,35.247.85.68,Android,suspicious
amyblack,44.161.200.172,Mobile,normal
wrightrandy,107.202.0.246,Mac,normal
daniel00,218.77.77.94,Tablet,suspicious
chandlerstephen,8.74.118.193,Desktop,normal
vmcfarland,168.146.72.210,Android,suspicious
mcconnellkaren,93.150.46.226,Desktop,normal
lucasvalencia,176.51.56.113,Mobile,normal
bortiz,196.71.200.49,Windows,suspicious
heather16,95.155.150.34,Tablet,suspicious
lauren46,13.165.124.52,Tablet,normal
jenniferschmidt,132.159.243.66,Mac,normal
jared48,73.86.80.43,Linux,suspicious
wsmith,210.46.30.225,Tablet,normal
lauragarcia,149.121.38.184,Linux,suspicious
yleon,212.209.55.239,Linux,suspicious
elizabethcook,177.121.128.89,Mobile,suspicious
ramosharold,207.56.48.3,Tablet,suspicious
ericchristian,69.81.157.112,Linux,normal
derek71,110.7.141.165,Tablet,normal
ymoore,16.81.185.19,Android,suspicious
daniellesmith,9.36.244.9,Linux,normal
harringtonjason,12.246.220.181,Windows,suspicious
vmorris,198.117.249.201,Linux,normal
michelle69,49.241.100.134,Android,suspicious
ashley17,213.39.157.30,Linux,normal
jonathanberry,122.212.138.190,Linux,normal
fperez,160.48.89.154,Windows,normal
isaac77,211.180.163.83,Mac,suspicious
finleyrachel,203.42.96.187,Android,suspicious
edward17,124.73.129.177,Windows,normal
david63,162.214.168.80,Linux,suspicious
dperry,105.71.25.105,Android,normal
samuelmills,219.98.124.48,Desktop,normal
bakerevan,101.15.157.20,Mac,normal
garrett59,150.126.241.2,Mac,suspicious
hshelton,91.116.112.159,Linux,normal
elarson,141.186.63.141,Android,suspicious
mreed,161.29.12.39,Linux,suspicious
antoniostrickland,92.152.56.53,Tablet,suspicious
sharon91,215.132.156.13,Windows,suspicious
kylebrady,32.54.45.156,Android,normal
cameronwalters,204.4.57.246,Mobile,suspicious
villanuevajohn,217.241.175.253,Mobile,normal
david42,22.122.77.46,Android,normal
christinemathis,45.107.218.41,Mac,normal
tricia51,197.218.58.94,Android,normal
uhardy,140.250.20.43,Linux,normal
rubenleon,58.22.86.141,Mac,suspicious
holttyler,58.30.185.239,Android,normal
kenneth72,25.222.238.200,Mobile,suspicious
margaret81,216.54.66.153,Windows,normal
heather27,139.121.13.77,Mac,suspicious
ryan63,200.194.101.165,Android,normal
brittany43,212.95.227.9,Tablet,suspicious
ginawilliams,208.73.191.40,Android,normal
matthew22,219.36.82.72,Android,suspicious
jessica09,193.64.128.129,Mac,suspicious
hollandmichael,53.181.242.198,Tablet,suspicious
bishopnicholas,29.181.159.106,Mobile,suspicious
riverakristen,75.98.1.78,Android,normal
elizabethhamilton,217.18.169.212,Linux,suspicious
dchang,198.134.112.154,Android,suspicious
rowen,109.200.105.172,Windows,suspicious
johnnynicholson,89.98.156.115,Mac,normal
justin94,198.147.61.28,Windows,normal
cmckenzie,81.170.116.81,Tablet,suspicious
xmendoza,199.33.78.76,Android,normal
timothyherrera,17.179.166.200,Android,normal
rebecca21,188.247.155.167,Windows,normal
rebecca48,4.156.192.69,Tablet,normal
qfields,98.117.250.32,Mac,suspicious
ghill,23.119.224.220,Desktop,normal
burgessryan,148.185.247.239,Android,suspicious
marcus02,213.169.34.199,Desktop,suspicious
cho,218.26.209.217,Mac,suspicious
jessica32,213.247.174.228,Android,normal
jamesbeck,218.197.224.151,Android,suspicious
wpowell,147.94.86.136,Tablet,suspicious
hughesgregory,145.52.30.56,Mobile,normal
maria99,216.145.40.213,Linux,normal
flowerssandra,204.84.43.10,Mac,normal
brittanyhensley,210.243.126.48,Windows,normal
xsosa,54.249.118.226,Linux,suspicious
rileybenjamin,48.185.31.11,Mobile,suspicious
james52,217.7.200.141,Windows,suspicious
ricklee,18.153.94.83,Mac,normal
omartinez,87.46.129.13,Desktop,normal
kelly14,142.247.140.174,Mobile,normal
chelsea93,213.169.186.104,Desktop,normal
alyssafields,35.252.96.201,Mac,suspicious
watsonlindsay,199.44.14.124,Desktop,suspicious
victoria03,202.213.58.118,Android,normal
donald85,190.27.136.141,Desktop,suspicious
zgreen,120.89.7.241,Linux,suspicious
katherinejones,29.134.36.87,Desktop,normal
bryantpatrick,140.110.0.217,Android,normal
kellymiller,152.125.186.193,Tablet,suspicious
rushchristina,214.38.221.255,Android,suspicious
markroberts,36.208.197.15,Linux,suspicious
smithwilliam,128.119.55.52,Android,normal
chapmanmartin,177.81.173.146,Mobile,suspicious
jackson85,1.161.174.82,Windows,normal
michelle68,168.43.85.207,Mac,suspicious
laura77,167.93.85.143,Linux,suspicious
jonathangay,128.78.63.97,Windows,normal
garciacaleb,160.188.154.241,Linux,normal
ustevenson,5.236.79.201,Android,normal
douglaslaurie,195.158.28.228,Windows,suspicious
elizabethlee,219.16.141.201,Mobile,normal
cherylsmith,215.50.13.21,Windows,normal
mitchellsusan,134.162.56.131,Mac,suspicious
tyler91,97.45.227.123,Linux,normal
taylordawn,207.182.118.89,Windows,suspicious
jonathan02,219.180.36.200,Windows,suspicious
jeanette62,46.72.168.88,Desktop,normal
udavis,167.104.223.210,Linux,suspicious
joseph85,216.217.20.82,Tablet,normal
mathewsadam,217.165.59.200,Linux,suspicious
wbautista,137.239.160.216,Linux,suspicious
craiggreene,192.201.112.238,Windows,suspicious
patricia78,139.220.24.111,Android,suspicious
debrapatel,67.44.132.124,Mobile,suspicious
christopher87,182.23.221.63,Android,suspicious
steve31,151.125.107.154,Desktop,normal
laura63,74.105.230.77,Tablet,suspicious
martinezsteve,202.138.196.114,Android,suspicious
csteele,204.22.130.181,Mac,normal
ryan78,122.25.3.59,Mac,normal
jermainevincent,195.98.20.190,Tablet,normal
angel94,185.205.0.231,Mac,normal
frank64,17.104.121.179,Linux,suspicious
susanboyle,169.209.48.250,Desktop,normal
gardnerkeith,209.167.149.31,Windows,normal
justinhanson,186.43.77.85,Linux,normal
harperronnie,171.186.190.151,Linux,suspicious
curtis09,217.164.155.251,Tablet,normal
ymiller,131.0.178.153,Android,normal
joshuapowers,65.77.65.98,Windows,suspicious
jenniferthompson,121.177.20.7,Mobile,normal
kmiles,77.192.75.154,Tablet,suspicious
lee28,221.18.101.105,Mac,normal
frogers,27.12.93.137,Android,suspicious
robert08,120.111.68.115,Mac,normal
carlsonalexander,54.235.6.23,Linux,normal
felicia37,176.107.146.7,Android,suspicious
kevin81,96.241.37.18,Mac,normal
vancecassandra,16.113.47.21,Desktop,normal
kelliefoster,210.34.228.65,Linux,suspicious
ywilliams,141.142.163.148,Linux,suspicious
lance56,176.17.82.239,Tablet,suspicious
williamwaters,132.41.156.9,Linux,suspicious
sherrynewman,142.224.160.46,Android,normal
steeleanna,219.139.228.243,Android,normal
james76,202.159.52.35,Mac,normal
nbowen,43.215.108.212,Linux,suspicious
gomezsteven,129.88.226.51,Windows,suspicious
matthew89,147.53.18.93,Windows,suspicious
robertsonangela,210.48.103.214,Linux,suspicious
iadams,36.82.233.112,Desktop,normal
peterskevin,22.152.20.217,Windows,suspicious
jeremyjones,190.134.237.149,Tablet,suspicious
carrillocrystal,215.35.238.218,Android,suspicious
stephaniediaz,81.217.184.174,Mac,normal
emily83,206.10.27.222,Android,normal
hallalisha,51.72.210.178,Android,suspicious
adam36,9.49.185.136,Android,suspicious
fhayden,167.149.177.141,Android,normal
robert12,209.74.207.90,Mobile,normal
amberjohnson,183.87.150.91,Linux,suspicious
ubranch,91.101.178.58,Windows,normal
rachelalexander,12.36.116.162,Tablet,suspicious
mckeekatherine,129.85.71.88,Linux,suspicious
sjames,205.248.167.88,Windows,normal
braunjacqueline,215.159.4.176,Android,normal
nicholasdaniels,14.36.4.15,Mac,normal
monica73,84.8.228.96,Desktop,suspicious
weberjoanna,151.220.127.112,Desktop,normal
uhart,166.16.178.215,Desktop,normal
jasonschmidt,142.33.136.74,Mobile,normal
andreduran,222.66.49.235,Windows,normal
stephaniemorris,199.186.44.145,Android,normal
zachary06,196.14.0.54,Windows,suspicious
tcervantes,216.30.24.241,Mac,suspicious
marshronald,212.138.149.51,Android,normal
candaceruiz,47.181.49.153,Windows,suspicious
andrew94,104.34.164.223,Mac,normal
candace06,160.198.83.77,Mac,suspicious
ghernandez,118.117.221.76,Windows,normal
omartin,88.233.251.17,Windows,suspicious
adamjuarez,205.181.61.213,Mac,normal
kevinalexander,197.122.50.249,Android,suspicious
brenda28,217.130.145.184,Tablet,suspicious
fcombs,86.68.132.164,Mac,suspicious
eross,99.41.114.175,Desktop,normal
david80,112.140.240.26,Android,suspicious
sherrydorsey,147.249.183.135,Desktop,suspicious
erinkeith,200.240.139.148,Windows,suspicious
brianfloyd,61.188.78.188,Tablet,normal
pfarrell,15.159.128.231,Mac,suspicious
dreynolds,203.179.201.90,Linux,suspicious
wagnermichael,217.147.226.71,Linux,normal
dhopkins,135.141.12.87,Android,suspicious
kristycarroll,128.125.18.205,Mobile,normal
kelleymarco,140.88.85.242,Android,suspicious
mgomez,198.192.95.167,Mobile,normal
fstone,23.82.239.92,Desktop,suspicious
garcianathan,152.130.204.206,Linux,suspicious
dana87,199.162.178.158,Windows,suspicious
